SECCION,CASILLA,LOCALIDAD,DOMICILIO
3125,B1,LEON,"ESCUELA PRIMARIA ANATOLIO GALVµN, TURNO MATUTINO Y FRANCISCO IGNACIO MADERO, TURNO VESPERTINO, OMICRóN, 1150, FRACCIONAMIENTO PASEO DE LA CASTELLANA, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE VALLE DE IXTLE Y BOULEVARD EPSILóN"
3125,C1,LEON,"ESCUELA PRIMARIA ANATOLIO GALVµN, TURNO MATUTINO Y FRANCISCO IGNACIO MADERO, TURNO VESPERTINO, OMICRóN, 1150, FRACCIONAMIENTO PASEO DE LA CASTELLANA, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE VALLE DE IXTLE Y BOULEVARD EPSILóN"
3125,C2,LEON,"ESCUELA PRIMARIA ANATOLIO GALVµN, TURNO MATUTINO Y FRANCISCO IGNACIO MADERO, TURNO VESPERTINO, OMICRóN, 1150, FRACCIONAMIENTO PASEO DE LA CASTELLANA, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE VALLE DE IXTLE Y BOULEVARD EPSILóN"
3126,B1,LEON,"ESCUELA SECUNDARIA GENERAL NÚMERO 17 SOR JUANA INS DE LA CRUZ, BOULEVARD EPSILóN, 1105, COLONIA VALLE DEL MAGUEY, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE VALLE VERDE Y OMICRóN"
3126,C1,LEON,"ESCUELA SECUNDARIA GENERAL NÚMERO 17 SOR JUANA INS DE LA CRUZ, BOULEVARD EPSILóN, 1105, COLONIA VALLE DEL MAGUEY, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE VALLE VERDE Y OMICRóN"
3127,B1,LEON,"CENTRO EDUCATIVO ESMERALDA DE LEóN, VALLE DEL DESVµN, 102, COLONIA SAN JOS EL ALTO, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE REAL DE TABASCO Y SAN PABLO"
3127,C1,LEON,"CENTRO EDUCATIVO ESMERALDA DE LEóN, VALLE DEL DESVµN, 102, COLONIA SAN JOS EL ALTO, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE REAL DE TABASCO Y SAN PABLO"
3127,C2,LEON,"CENTRO EDUCATIVO ESMERALDA DE LEóN, VALLE DEL DESVµN, 102, COLONIA SAN JOS EL ALTO, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE REAL DE TABASCO Y SAN PABLO"
3128,B1,LEON,"ESCUELA PRIMARIA FEDERAL SOLEDAD ANAYA SOLORZANO, TURNO MATUTINO Y ESCUELA PRIMARIA CARLOS FUENTES MACóAS, TURNO VESPERTINO, VALLE DEL VITRAL, 104, COLONIA VALLE DORADO, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE VALLE DEL TEJABAN Y ZETA"
3128,C1,LEON,"ESCUELA PRIMARIA FEDERAL SOLEDAD ANAYA SOLORZANO, TURNO MATUTINO Y ESCUELA PRIMARIA CARLOS FUENTES MACóAS, TURNO VESPERTINO, VALLE DEL VITRAL, 104, COLONIA VALLE DORADO, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE VALLE DEL TEJABAN Y ZETA"
3128,C2,LEON,"ESCUELA PRIMARIA FEDERAL SOLEDAD ANAYA SOLORZANO, TURNO MATUTINO Y ESCUELA PRIMARIA CARLOS FUENTES MACóAS, TURNO VESPERTINO, VALLE DEL VITRAL, 104, COLONIA VALLE DORADO, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE VALLE DEL TEJABAN Y ZETA"
3128,C3,LEON,"ESCUELA PRIMARIA FEDERAL SOLEDAD ANAYA SOLORZANO, TURNO MATUTINO Y ESCUELA PRIMARIA CARLOS FUENTES MACóAS, TURNO VESPERTINO, VALLE DEL VITRAL, 104, COLONIA VALLE DORADO, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE VALLE DEL TEJABAN Y ZETA"
3129,B1,LEON,"DOMICILIO PARTICULAR, REAL DEL COBRE, 106, COLONIA VALLE DEL REAL, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE REAL DE SAN LUIS Y VALLE DEL DESVµN"
3129,C1,LEON,"DOMICILIO PARTICULAR, REAL DEL COBRE, 113, COLONIA VALLE DEL REAL, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE REAL DE SAN LUIS Y VALLE DEL DESVµN"
3129,C2,LEON,"DOMICILIO PARTICULAR, REAL DEL COBRE, 124 A, COLONIA VALLE DEL REAL, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE REAL DE SAN LUIS Y VALLE DEL DESVµN"
3130,B1,LEON,"DOMICILIO PARTICULAR, REAL SAN LUIS, 218, FRACCIONAMIENTO VALLE REAL, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE VALLE DE YUCA Y VALLE DEL IXTLE"
3130,C1,LEON,"DOMICILIO PARTICULAR, VALLE DE YUCA, 223 A, FRACCIONAMIENTO VALLE DEL MAGUEY, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE VALLE DEL IXTLE Y VALLE DE HENEQUN"
3130,C2,LEON,"DOMICILIO PARTICULAR, VALLE DE YUCA, 213 A, FRACCIONAMIENTO VALLE DEL MAGUEY, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE VALLE DE CATALA Y VALLE DEL IXTLE"
3130,C3,LEON,"DOMICILIO PARTICULAR, VALLE DE YUCA, 215, FRACCIONAMIENTO VALLE DEL MAGUEY, CóDIGO POSTAL 37545, LEóN, GUANAJUATO, ENTRE VALLE DE CATALA Y VALLE DEL IXTLE"
3204,B1,LEON,"DOMICILIO PARTICULAR, BOULEVARD RIO MAYO, 7331 A, COLONIA COLINAS DE SANTA JULIA SEGUNDA SECCIóN , CóDIGO POSTAL 37538, LEóN, GUANAJUATO, ENTRE BOULEVARD DELTA Y JEREZ DE ANTAñO"
3204,C1,LEON,"DOMICILIO PARTICULAR, BOULEVARD RIO MAYO 6423, COLONIA COLINAS DE SANTA JULIA SEGUNDA SECCIóN, CóDIGO POSTAL 37530, LEóN, GUANAJUATO, ENTRE VILLA DE COSS Y JERZ DE CARTAGENA"
3204,C2,LEON,"DOMICILIO PARTICULAR, BOULEVARD RóO MAYO, 6409 A, COLONIA COLINAS DE SANTA JULIA SEGUNDA SECCIóN, CóDIGO POSTAL 37538, LEóN, GUANAJUATO, ENTRE VILLA DE COSS Y JEREZ DE CARTAGENA"
3204,C3,LEON,"DOMICILIO PARTICULAR, VILLA VIEJA, 213, COLONIA COLINAS DE SANTA JULIA SEGUNDA SECCIóN, CóDIGO POSTAL 37530, LEóN, GUANAJUATO, ENTRE VILLA DE COSS Y JEREZ DE CARTAGENA"
3205,B1,LEON,"CENTRO DE ATENCIóN MULTIPLE, CRUCIFIXIóN,1301, FRACCIONAMIENTO VILLAS DE SANTA JULIA, CóDIGO POSTAL 37530, LEóN, GUANAJUATO, ENTRE VILLA DE COSS Y JEREZ DE CARTAGENA"
3205,C1,LEON,"CENTRO DE ATENCIóN MULTIPLE, CRUCIFIXIóN,1301, FRACCIONAMIENTO VILLAS DE SANTA JULIA, CóDIGO POSTAL 37530, LEóN, GUANAJUATO, ENTRE VILLA DE COSS Y JEREZ DE CARTAGENA"
3205,C2,LEON,"CENTRO DE ATENCIóN MULTIPLE, CRUCIFIXIóN,1301, FRACCIONAMIENTO VILLAS DE SANTA JULIA, CóDIGO POSTAL 37530, LEóN, GUANAJUATO, ENTRE VILLA DE COSS Y JEREZ DE CARTAGENA"
3206,B1,LEON,"ACADEMIA DE MéSICA Y ARTE AMA, TULTITLµN, 123, FRACCIONAMIENTO LA MOREñA, CóDIGO POSTAL 37570, LEóN, GUANAJUATO, ENTRE JALPA DE CµNOVAS Y EL TENANGO"
3206,C1,LEON,"DOMICILIO PARTICULAR, CHICLµN, 116, FRACCIONAMIENTO LA MOREñA, CóDIGO POSTAL 37570, LEóN, GUANAJUATO, ENTRE JALPA DE CµNOVAS Y EL TENANGO"
3207,B1,LEON,"DOMICILIO PARTICULAR, DE LA ALDEA, 215, COLONIA VILLAS DE LEóN, CóDIGO POSTAL 37570, LEóN, GUANAJUATO. , ENTRE DEL µGORA Y DEL PABELLóN"
3207,C1,LEON,"DOMICILIO PARTICULAR, VILLAS DE LEóN PONIENTE, 207, COLONIA VILLAS DE LEóN, CóDIGO POSTAL 37570, LEóN, GUANAJUATO, ENTRE DEL µGORA Y DEL PABELLóN"
3207,C2,LEON,"DOMICILIO PARTICULAR, VILLAS DE LEóN ORIENTE, 319, ESQUINA METRóPOLI, COLONIA VILLAS DE LEóN, CóDIGO POSTAL 37570, LEóN, GUANAJUATO, ENTRE DEL PABELLóN Y METRóPOLI"
3208,B1,LEON,"ESCUELA PRIMARIA URBANA NÚMERO 7, ROMµN AGUILAR, BAHóA PUERTO PRINCIPE, SIN NÚMERO, FRACCIONAMIENTO REAL DELTA, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE RóO MAYO Y MINA DE VALENCIANA"
3208,C1,LEON,"ESCUELA PRIMARIA URBANA NÚMERO 7, ROMµN AGUILAR, BAHóA PUERTO PRINCIPE, SIN NÚMERO, FRACCIONAMIENTO REAL DELTA, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE RóO MAYO Y MINA DE VALENCIANA"
3208,C2,LEON,"ESCUELA PRIMARIA URBANA NÚMERO 7, ROMµN AGUILAR, BAHóA PUERTO PRINCIPE, SIN NÚMERO, FRACCIONAMIENTO REAL DELTA, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE RóO MAYO Y MINA DE VALENCIANA"
3209,B1,LEON,"ESCUELA PRIMARIA LUCAS ALAMµN , JEREZ DE FORMENTERA, SIN NÚMERO, COLONIA VALLE DE JEREZ SEGUNDA SECCIóN, CóDIGO POSTAL 37538, LEóN, GUANAJUATO , ENTRE JEREZ DE DURAZZO Y JEREZ DE CETINA"
3209,C1,LEON,"ESCUELA PRIMARIA LUCAS ALAMµN , JEREZ DE FORMENTERA, SIN NÚMERO, COLONIA VALLE DE JEREZ SEGUNDA SECCIóN, CóDIGO POSTAL 37538, LEóN, GUANAJUATO , ENTRE JEREZ DE DURAZZO Y JEREZ DE CETINA"
3209,C2,LEON,"ESCUELA PRIMARIA LUCAS ALAMµN , JEREZ DE FORMENTERA, SIN NÚMERO, COLONIA VALLE DE JEREZ SEGUNDA SECCIóN, CóDIGO POSTAL 37538, LEóN, GUANAJUATO , ENTRE JEREZ DE DURAZZO Y JEREZ DE CETINA"
3210,B1,LEON,"ESCUELA JARDóN DE NIñOS DIEGO RIVERA, TURNO MATUTINO , VALLE MESOREA, 501, COLONIA VALLE DE SAN JOS, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE VALLE GANGES Y VALLE VAN"
3210,C1,LEON,"ESCUELA JARDóN DE NIñOS DIEGO RIVERA, TURNO MATUTINO , VALLE MESOREA, 501, COLONIA VALLE DE SAN JOS, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE VALLE GANGES Y VALLE VAN"
3210,C2,LEON,"ESCUELA JARDóN DE NIñOS DIEGO RIVERA, TURNO MATUTINO , VALLE MESOREA, 501, COLONIA VALLE DE SAN JOS, CóDIGO POSTAL 37549, LEóN, GUANAJUATO, ENTRE VALLE GANGES Y VALLE VAN"
3211,B1,LEON,"ESCUELA PROFESOR PASCUAL LANDóN, TURNO MATUTINO Y ROSARIO CASTELLANOS, TURNO VESPERTINO , CONTINENTAL, SIN NÚMERO, COLONIA PARQUES DE LA NORIA, CóDIGO POSTAL 37109, LEóN, GUANAJUATO, ENTRE PARQUE EUROPA Y PARQUE VENEZUELA"
3211,C1,LEON,"ESCUELA PROFESOR PASCUAL LANDóN, TURNO MATUTINO Y ROSARIO CASTELLANOS, TURNO VESPERTINO , CONTINENTAL, SIN NÚMERO, COLONIA PARQUES DE LA NORIA, CóDIGO POSTAL 37109, LEóN, GUANAJUATO, ENTRE PARQUE EUROPA Y PARQUE VENEZUELA"
3211,C2,LEON,"ESCUELA PROFESOR PASCUAL LANDóN, TURNO MATUTINO Y ROSARIO CASTELLANOS, TURNO VESPERTINO , CONTINENTAL, SIN NÚMERO, COLONIA PARQUES DE LA NORIA, CóDIGO POSTAL 37109, LEóN, GUANAJUATO, ENTRE PARQUE EUROPA Y PARQUE VENEZUELA"
3211,C3,LEON,"ESCUELA PROFESOR PASCUAL LANDóN, TURNO MATUTINO Y ROSARIO CASTELLANOS, TURNO VESPERTINO , CONTINENTAL, SIN NÚMERO, COLONIA PARQUES DE LA NORIA, CóDIGO POSTAL 37109, LEóN, GUANAJUATO, ENTRE PARQUE EUROPA Y PARQUE VENEZUELA"
3243,B1,LEON,"ESCUELA INSTITUTO VERDE MOLINA, SANTA BERNARDITA, 236 A, COLONIA EL GRANJENO SUR, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE SANTA CECILIA Y MAR BLANCO"
3243,C1,LEON,"ESCUELA INSTITUTO VERDE MOLINA, SANTA BERNARDITA, 236 A, COLONIA EL GRANJENO SUR, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE SANTA CECILIA Y MAR BLANCO"
3243,C2,LEON,"ESCUELA INSTITUTO VERDE MOLINA, SANTA BERNARDITA, 236 A, COLONIA EL GRANJENO SUR, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE SANTA CECILIA Y MAR BLANCO"
3243,C3,LEON,"ESCUELA INSTITUTO VERDE MOLINA, SANTA BERNARDITA, 236 A, COLONIA EL GRANJENO SUR, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE SANTA CECILIA Y MAR BLANCO"
3244,B1,LEON,"CECYTE GUANAJUATO OFICINAS GENERALES , MAR DE TIMóN, 204, COLONIA JARDINES DE LA PRADERA, CóDIGO POSTAL 37536, LEóN, GUANAJUATO, ENTRE AVENIDA PRADERA Y MAR ANDAMµN"
3244,C1,LEON,"CECYTE GUANAJUATO OFICINAS GENERALES , MAR DE TIMóN, 204, COLONIA JARDINES DE LA PRADERA, CóDIGO POSTAL 37536, LEóN, GUANAJUATO, ENTRE AVENIDA PRADERA Y MAR ANDAMµN"
3244,C2,LEON,"CECYTE GUANAJUATO OFICINAS GENERALES , MAR DE TIMóN, 204, COLONIA JARDINES DE LA PRADERA, CóDIGO POSTAL 37536, LEóN, GUANAJUATO, ENTRE AVENIDA PRADERA Y MAR ANDAMµN"
3245,B1,LEON,"DOMICILIO PARTICULAR, MAR DE BERING, 110, COLONIA PARQUES DE LA PRADERA, CóDIGO POSTAL 37536, LEóN, GUANAJUATO, ENTRE MAR JóNICO Y MAR CHILENO"
3245,C1,LEON,"DOMICILIO PARTICULAR, MAR JóNICO, 101, COLONIA JARDINES DE LA PRADERA, CóDIGO POSTAL 37536, LEóN, GUANAJUATO, ENTRE AVENIDA PRADERA Y MAR DE SIBERIA"
3245,C2,LEON,"DOMICILIO PARTICULAR, MAR JóNICO, 101, COLONIA JARDINES DE LA PRADERA, CóDIGO POSTAL 37536, LEóN, GUANAJUATO, ENTRE AVENIDA PRADERA Y MAR DE SIBERIA"
3246,B1,LEON,"DOMICILIO PARTICULAR, BOSQUES DE COVADONGA, 146 A, COLONIA BOSQUES DEL SUR, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE BOSQUE DE GUADARRAMA Y BOSQUE DE ORDESA"
3246,C1,LEON,"DOMICILIO PARTICULAR, BOSQUE DE ORDESA, 114, COLONIA BOSQUES DEL SUR, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE BOSQUE ALPINO Y BOSQUE DE COVADONGA"
3246,C2,LEON,"DOMICILIO PARTICULAR, BOSQUE DE GUADARRAMA, 125 A, COLONIA BOSQUES DEL SUR, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE BOSQUE ALPINO Y BOSQUE DE COVADONGA"
3246,C3,LEON,"DOMICILIO PARTICULAR , BOSQUE DE GUADARRAMA, 101, BOSQUES DEL SUR II, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE BOSQUE COVADONGA Y BOSQUE ALPINO"
3247,B1,LEON,"DOMICILIO PARTICULAR, BOSQUES DE COVADONGA, 205, COLONIA BOSQUES DEL SUR II, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE BOSQUE RóO LAGARTOS E HISTORIADORES"
3247,C1,LEON,"DOMICILIO PARTICULAR, BOSQUES DE COVADONGA, 213 A, COLONIA BOSQUES DEL SUR II, CóDIGO POSTAL 37550, LEóN, GUANAJUATO , ENTRE BOSQUE RóO LAGARTOS E HISTORIADORES"
3247,C2,LEON,"DOMICILIO PARTICULAR, BOSQUES DE COVADONGA, 207, COLONIA BOSQUES DEL SUR II, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE BOSQUE RóO LAGARTOS E HISTORIADORES"
3248,B1,LEON,"ESCUELA PRIMARIA FEDERAL MIGUEL HIDALGO, MANTO SAGRADO, 223, COLONIA JESéS DE NAZARET, CóDIGO POSTAL 37570, LEóN, GUANAJUATO, ENTRE BOULEVARD MIGUEL DE CERVANTES SAAVEDRA Y CORONA DE ESPINAS"
3248,C1,LEON,"ESCUELA PRIMARIA FEDERAL MIGUEL HIDALGO, MANTO SAGRADO, 223, COLONIA JESéS DE NAZARET, CóDIGO POSTAL 37570, LEóN, GUANAJUATO, ENTRE BOULEVARD MIGUEL DE CERVANTES SAAVEDRA Y CORONA DE ESPINAS"
3248,C2,LEON,"ESCUELA PRIMARIA FEDERAL MIGUEL HIDALGO, MANTO SAGRADO, 223, COLONIA JESéS DE NAZARET, CóDIGO POSTAL 37570, LEóN, GUANAJUATO, ENTRE BOULEVARD MIGUEL DE CERVANTES SAAVEDRA Y CORONA DE ESPINAS"
3248,C3,LEON,"ESCUELA PRIMARIA FEDERAL MIGUEL HIDALGO, MANTO SAGRADO, 223, COLONIA JESéS DE NAZARET, CóDIGO POSTAL 37570, LEóN, GUANAJUATO, ENTRE BOULEVARD MIGUEL DE CERVANTES SAAVEDRA Y CORONA DE ESPINAS"
3249,B1,LEON,"JARDIN DE NIñOS DIEGO RIVERA, MANTO SAGRADO, 207, COLONIA JESUS DE NAZARET, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE CALLE CORONA DE ESPINAS Y CALLE éLTIMA CENA"
3249,C1,LEON,"JARDIN DE NIñOS DIEGO RIVERA, MANTO SAGRADO, 207, COLONIA JESUS DE NAZARET, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE CALLE CORONA DE ESPINAS Y CALLE éLTIMA CENA"
3249,C2,LEON,"JARDIN DE NIñOS DIEGO RIVERA, MANTO SAGRADO, 207, COLONIA JESUS DE NAZARET, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE CALLE CORONA DE ESPINAS Y CALLE éLTIMA CENA"
3249,C3,LEON,"JARDIN DE NIñOS DIEGO RIVERA, MANTO SAGRADO, 207, COLONIA JESUS DE NAZARET, CóDIGO POSTAL 37550, LEóN, GUANAJUATO, ENTRE CALLE CORONA DE ESPINAS Y CALLE éLTIMA CENA"
337,B1,CELAYA,"ESCUELA PRIMARIA LµZARO CµRDENAS DEL RóO , PLAN DE ACULCO NÚMERO 103, COLONIA LµZARO CARDENAS, CODIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE PLAN DEL CARMEN Y PLAN DE CUERNAVACA A UN COSTADO DEL TEMPLO"
337,C1,CELAYA,"ESCUELA PRIMARIA LµZARO CµRDENAS DEL RóO , PLAN DE ACULCO NÚMERO 103, COLONIA LµZARO CARDENAS, CODIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE PLAN DEL CARMEN Y PLAN DE CUERNAVACA A UN COSTADO DEL TEMPLO"
337,C2,CELAYA,"ESCUELA PRIMARIA LµZARO CµRDENAS DEL RóO , PLAN DE ACULCO NÚMERO 103, COLONIA LµZARO CARDENAS, CODIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE PLAN DEL CARMEN Y PLAN DE CUERNAVACA A UN COSTADO DEL TEMPLO"
338,B1,CELAYA,"COLEGIO NACIONAL DE EDUCACIóN PROFESIONAL TCNICA PLANTEL CELAYA., SUR 9, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO , ENFRENTE DE FµBRICA SCHNEIDER ELECTRIC"
338,C1,CELAYA,"COLEGIO NACIONAL DE EDUCACIóN PROFESIONAL TCNICA PLANTEL CELAYA., SUR 9, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO , ENFRENTE DE FµBRICA SCHNEIDER ELECTRIC"
338,C2,CELAYA,"COLEGIO NACIONAL DE EDUCACIóN PROFESIONAL TCNICA PLANTEL CELAYA., SUR 9, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO , ENFRENTE DE FµBRICA SCHNEIDER ELECTRIC"
338,C3,CELAYA,"COLEGIO NACIONAL DE EDUCACIóN PROFESIONAL TCNICA PLANTEL CELAYA., SUR 9, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO , ENFRENTE DE FµBRICA SCHNEIDER ELECTRIC"
338,C4,CELAYA,"COLEGIO NACIONAL DE EDUCACIóN PROFESIONAL TCNICA PLANTEL CELAYA., SUR 9, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO , ENFRENTE DE FµBRICA SCHNEIDER ELECTRIC"
339,B1,CELAYA,"CENTRO DE BACHILLERATO TECNOLóGICO INDUSTRIAL Y DE SERVICIOS NÚMERO 198., AVENIDA SEIZO FURUYA, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, ENTRE LAS CALLES MANUEL OROZCO Y BERRA Y CUERµMARO. ENFRENTE DE UNIDAD DEPORTIVA NORTE."
339,C1,CELAYA,"CENTRO DE BACHILLERATO TECNOLóGICO INDUSTRIAL Y DE SERVICIOS NÚMERO 198., AVENIDA SEIZO FURUYA, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, ENTRE LAS CALLES MANUEL OROZCO Y BERRA Y CUERµMARO. ENFRENTE DE UNIDAD DEPORTIVA NORTE."
339,C2,CELAYA,"CENTRO DE BACHILLERATO TECNOLóGICO INDUSTRIAL Y DE SERVICIOS NÚMERO 198., AVENIDA SEIZO FURUYA, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, ENTRE LAS CALLES MANUEL OROZCO Y BERRA Y CUERµMARO. ENFRENTE DE UNIDAD DEPORTIVA NORTE."
339,C3,CELAYA,"CENTRO DE BACHILLERATO TECNOLóGICO INDUSTRIAL Y DE SERVICIOS NÚMERO 198., AVENIDA SEIZO FURUYA, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, ENTRE LAS CALLES MANUEL OROZCO Y BERRA Y CUERµMARO. ENFRENTE DE UNIDAD DEPORTIVA NORTE."
339,C4,CELAYA,"CENTRO DE BACHILLERATO TECNOLóGICO INDUSTRIAL Y DE SERVICIOS NÚMERO 198., AVENIDA SEIZO FURUYA, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, ENTRE LAS CALLES MANUEL OROZCO Y BERRA Y CUERµMARO. ENFRENTE DE UNIDAD DEPORTIVA NORTE."
339,C5,CELAYA,"CENTRO DE BACHILLERATO TECNOLóGICO INDUSTRIAL Y DE SERVICIOS NÚMERO 198., AVENIDA SEIZO FURUYA, SIN NÚMERO, COLONIA CIUDAD INDUSTRIAL, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, ENTRE LAS CALLES MANUEL OROZCO Y BERRA Y CUERµMARO. ENFRENTE DE UNIDAD DEPORTIVA NORTE."
340,B1,CELAYA,"ESCUELA PRIMARIA JUANA DE ASBAJE TURNO MATUTINO. PROFESORA EVA SµMANO DE LóPEZ MATEOS TURNO VESPERTINO., CARLOS MANUEL PERALTA, NÚMERO 448, COLONIA EMILIANO ZAPATA, CóDIGO POSTAL 38030,CELAYA, GUANAJUATO, JUSTO BENITEZ. FRENTE A LA UNIDAD DEPORTIVA EMILIANO ZAPATA."
340,C1,CELAYA,"ESCUELA PRIMARIA JUANA DE ASBAJE TURNO MATUTINO. PROFESORA EVA SµMANO DE LóPEZ MATEOS TURNO VESPERTINO., CARLOS MANUEL PERALTA, NÚMERO 448, COLONIA EMILIANO ZAPATA, CóDIGO POSTAL 38030,CELAYA, GUANAJUATO, JUSTO BENITEZ. FRENTE A LA UNIDAD DEPORTIVA EMILIANO ZAPATA."
340,C2,CELAYA,"ESCUELA PRIMARIA JUANA DE ASBAJE TURNO MATUTINO. PROFESORA EVA SµMANO DE LóPEZ MATEOS TURNO VESPERTINO., CARLOS MANUEL PERALTA, NÚMERO 448, COLONIA EMILIANO ZAPATA, CóDIGO POSTAL 38030,CELAYA, GUANAJUATO, JUSTO BENITEZ. FRENTE A LA UNIDAD DEPORTIVA EMILIANO ZAPATA."
341,B1,CELAYA,"JARDóN DE NIñOS LOS DERECHOS DE LOS NIñOS., JUAN DE LA BARRERA, SIN NÚMERO, COLONIA AMPLIACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES JUAN M BALDERAS Y REVOLUCIóN AGRARIA."
341,C1,CELAYA,"JARDóN DE NIñOS LOS DERECHOS DE LOS NIñOS., JUAN DE LA BARRERA, SIN NÚMERO, COLONIA AMPLIACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES JUAN M BALDERAS Y REVOLUCIóN AGRARIA."
341,C2,CELAYA,"JARDóN DE NIñOS LOS DERECHOS DE LOS NIñOS., JUAN DE LA BARRERA, SIN NÚMERO, COLONIA AMPLIACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES JUAN M BALDERAS Y REVOLUCIóN AGRARIA."
341,C3,CELAYA,"JARDóN DE NIñOS LOS DERECHOS DE LOS NIñOS., JUAN DE LA BARRERA, SIN NÚMERO, COLONIA AMPLIACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES JUAN M BALDERAS Y REVOLUCIóN AGRARIA."
341,C4,CELAYA,"JARDóN DE NIñOS LOS DERECHOS DE LOS NIñOS., JUAN DE LA BARRERA, SIN NÚMERO, COLONIA AMPLIACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES JUAN M BALDERAS Y REVOLUCIóN AGRARIA."
341,C5,CELAYA,"JARDóN DE NIñOS LOS DERECHOS DE LOS NIñOS., JUAN DE LA BARRERA, SIN NÚMERO, COLONIA AMPLIACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES JUAN M BALDERAS Y REVOLUCIóN AGRARIA."
